-175.0,-175.0,-174.0,-174.0,-175.0,-175.0,-175.0,-175.0,-176.0,-176.0,-176.0,-176.0,-176.0,-177.0,-177.0,-177.0,-177.0,-177.0,-177.0,-177.0,-177.0,-176.0,-175.0,-174.0,-174.0,-173.0,-169.0,-165.0,-161.0,-160.0,-159.0,-158.0,-157.0,-157.0,-157.0,-157.0,-157.0,-156.0,-157.0,-157.0,-157.0,-157.0
69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,68.0,67.0,65.0,59.0,44.0,30.0,5.0,-14.0,-25.0,-43.0,-54.0,-63.0,-66.0,-70.0,-73.0,-73.0,-72.0,-73.0,-73.0,-72.0,-71.0,-69.0,-67.0,-66.0,-66.0
