77.0,77.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,78.0,79.0,79.0,79.0,78.0,76.0,73.0,72.0,72.0,71.0,71.0,73.0,75.0,79.0,83.0,87.0,92.0,96.0,101.0,104.0,106.0,108.0,108.0,108.0,109.0,110.0,112.0,115.0,117.0,121.0,123.0,124.0,127.0,131.0,131.0,132.0,134.0,133.0,130.0,130.0,131.0,131.0,131.0,131.0,131.0,131.0,130.0,129.0,129.0
5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,-0.0,-3.0,-8.0,-14.0,-25.0,-31.0,-35.0,-35.0,-32.0,-25.0,-6.0,16.0,30.0,41.0,47.0,52.0,54.0,54.0,50.0,37.0,21.0,13.0,6.0,3.0,0.0,3.0,9.0,18.0,29.0,43.0,50.0,55.0,58.0,60.0,59.0,53.0,47.0,36.0,25.0,14.0,7.0,-1.0,-7.0,-9.0,-10.0,-10.0,-9.0,-8.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
