55.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,54.0,55.0,57.0,61.0,65.0,68.0,73.0,75.0,73.0,63.0,45.0,22.0,7.0,-7.0,-14.0,-18.0,-17.0,-11.0,-1.0,19.0,40.0,54.0,66.0,69.0,65.0,61.0,56.0,53.0,53.0,54.0,55.0,55.0,56.0,57.0,58.0,58.0,59.0,58.0,57.0,56.0,56.0,55.0,54.0,55.0,55.0,54.0,53.0,53.0,53.0
43.0,40.0,39.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,40.0,42.0,45.0,51.0,58.0,79.0,88.0,94.0,92.0,83.0,59.0,32.0,-6.0,-30.0,-56.0,-62.0,-49.0,-12.0,22.0,65.0,96.0,120.0,130.0,137.0,137.0,127.0,111.0,76.0,45.0,27.0,7.0,-2.0,-14.0,-15.0,-14.0,-15.0,-16.0,-15.0,-16.0,-18.0,-17.0,-16.0,-17.0,-18.0,-17.0,-17.0
