69.0,69.0,69.0,69.0,70.0,72.0,74.0,74.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,75.0,74.0,72.0,70.0,67.0,66.0,67.0,68.0,70.0,70.0,70.0,71.0,71.0,70.0,67.0,65.0,66.0,71.0,72.0,78.0,92.0,103.0,113.0,122.0,134.0,139.0,143.0,146.0,146.0,144.0,142.0,139.0,137.0,134.0,131.0,130.0,129.0,128.0,128.0,129.0,129.0
20.0,20.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,18.0,20.0,20.0,22.0,24.0,29.0,35.0,46.0,54.0,68.0,79.0,91.0,97.0,100.0,96.0,77.0,38.0,12.0,-10.0,-31.0,-62.0,-83.0,-98.0,-117.0,-125.0,-124.0,-114.0,-103.0,-92.0,-68.0,-48.0,-27.0,-6.0,9.0,27.0,39.0,51.0,58.0,65.0,69.0,71.0,72.0,73.0,74.0,75.0,75.0
