8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,13.0,13.0,20.0,20.0,19.0,19.0,28.0,28.0,29.0,29.0,14.0,14.0,14.0,14.0,10.0,10.0,9.0,9.0,8.0,8.0,3.0,3.0,1.0,1.0,-1.0,-1.0,-3.0,-3.0,-4.0,-4.0,-4.0,-4.0,-5.0,-5.0,-6.0,-6.0,-8.0,-8.0,-11.0,-11.0,-14.0,-14.0,-15.0,-15.0,-18.0,-18.0,-19.0,-19.0,-16.0,-16.0,-12.0,-12.0,-9.0,-9.0,-9.0,-9.0,-10.0,-10.0,-10.0,-10.0,-9.0,-9.0,-8.0,-8.0,-7.0,-7.0,-9.0,-9.0,-9.0,-9.0,-11.0,-11.0,-13.0,-13.0,-13.0,-13.0,-15.0,-15.0,-17.0,-17.0,-19.0,-19.0,-19.0,-19.0,-21.0,-21.0,-22.0,-22.0,-22.0,-22.0,-23.0,-23.0,-25.0,-25.0,-25.0,-25.0,-26.0,-26.0,-27.0,-27.0
-327.0,-327.0,-327.0,-327.0,-327.0,-327.0,-327.0,-327.0,-326.0,-326.0,-325.0,-325.0,-324.0,-324.0,-323.0,-323.0,-318.0,-318.0,-309.0,-309.0,-291.0,-291.0,-273.0,-273.0,-242.0,-242.0,-218.0,-218.0,-202.0,-202.0,-188.0,-188.0,-178.0,-178.0,-166.0,-166.0,-161.0,-161.0,-151.0,-151.0,-143.0,-143.0,-132.0,-132.0,-120.0,-120.0,-111.0,-111.0,-102.0,-102.0,-96.0,-96.0,-88.0,-88.0,-84.0,-84.0,-78.0,-78.0,-74.0,-74.0,-71.0,-71.0,-69.0,-69.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-67.0,-67.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-69.0,-69.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0
