12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,15.0,23.0,30.0,28.0,8.0,-31.0,-57.0,-71.0,-66.0,-51.0,-14.0,20.0,55.0,71.0,84.0,86.0,83.0,74.0,72.0,78.0,86.0,87.0,74.0,71.0,79.0,78.0,70.0,64.0,58.0,56.0,53.0,53.0,53.0,52.0,50.0,49.0,48.0,47.0,45.0,44.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,21.0,40.0,68.0,89.0,98.0,89.0,53.0,4.0,-29.0,-64.0,-79.0,-78.0,-55.0,-8.0,43.0,74.0,94.0,95.0,79.0,46.0,-17.0,-71.0,-78.0,-71.0,-69.0,-67.0,-63.0,-59.0,-59.0,-60.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0
