73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,66.0,66.0,55.0,55.0,50.0,50.0,50.0,50.0,46.0,46.0,44.0,44.0,44.0,44.0,46.0,46.0,46.0,46.0,47.0,47.0,48.0,48.0,49.0,49.0,50.0,50.0,50.0,50.0,51.0,51.0,52.0,52.0,54.0,54.0,55.0,55.0,55.0,55.0,57.0,57.0,58.0,58.0,58.0,58.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,60.0,60.0
23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.0,22.0,21.0,21.0,5.0,5.0,-18.0,-18.0,-40.0,-40.0,-49.0,-49.0,-63.0,-63.0,-70.0,-70.0,-71.0,-71.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-68.0,-68.0,-66.0,-66.0,-64.0,-64.0,-63.0,-63.0,-61.0,-61.0,-60.0,-60.0,-57.0,-57.0,-56.0,-56.0,-55.0,-55.0,-53.0,-53.0,-52.0,-52.0,-51.0,-51.0,-50.0,-50.0,-49.0,-49.0,-48.0,-48.0,-47.0,-47.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0
