91.0,91.0,92.0,92.0,91.0,91.0,92.0,92.0,92.0,92.0,93.0,93.0,92.0,92.0,91.0,91.0,92.0,92.0,88.0,88.0,54.0,54.0,41.0,41.0,24.0,24.0,10.0,10.0,-8.0,-8.0,-24.0,-24.0,-42.0,-42.0,-58.0,-58.0,-66.0,-66.0,-75.0,-75.0,-79.0,-79.0,-85.0,-85.0,-89.0,-89.0,-98.0,-98.0,-104.0,-104.0,-106.0,-106.0,-109.0,-109.0,-111.0,-111.0,-113.0,-113.0,-114.0,-114.0,-115.0,-115.0,-117.0,-117.0,-119.0,-119.0,-120.0,-120.0,-120.0,-120.0,-119.0,-119.0,-118.0,-118.0,-117.0,-117.0,-117.0,-117.0,-119.0,-119.0,-120.0,-120.0,-121.0,-121.0,-121.0,-121.0,-121.0,-121.0,-121.0,-121.0,-121.0,-121.0,-121.0,-121.0,-121.0,-121.0,-121.0,-121.0,-121.0,-121.0,-121.0,-121.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-121.0,-121.0,-121.0,-121.0
-257.0,-257.0,-256.0,-256.0,-253.0,-253.0,-248.0,-248.0,-246.0,-246.0,-241.0,-241.0,-233.0,-233.0,-216.0,-216.0,-195.0,-195.0,-179.0,-179.0,-174.0,-174.0,-168.0,-168.0,-155.0,-155.0,-145.0,-145.0,-132.0,-132.0,-123.0,-123.0,-108.0,-108.0,-92.0,-92.0,-80.0,-80.0,-64.0,-64.0,-56.0,-56.0,-48.0,-48.0,-40.0,-40.0,-34.0,-34.0,-31.0,-31.0,-29.0,-29.0,-23.0,-23.0,-19.0,-19.0,-18.0,-18.0,-17.0,-17.0,-14.0,-14.0,-12.0,-12.0,-10.0,-10.0,-10.0,-10.0,-12.0,-12.0,-13.0,-13.0,-12.0,-12.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-14.0,-14.0,-17.0,-17.0,-18.0,-18.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-20.0,-20.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0
