8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,15.0,15.0,22.0,22.0,28.0,28.0,41.0,41.0,55.0,55.0,64.0,64.0,70.0,70.0,78.0,78.0,86.0,86.0,93.0,93.0,99.0,99.0,103.0,103.0,106.0,106.0,107.0,107.0,106.0,106.0,104.0,104.0,102.0,102.0,102.0,102.0,104.0,104.0,104.0,104.0,102.0,102.0,102.0,102.0,102.0,102.0,101.0,101.0,101.0,101.0,102.0,102.0,103.0,103.0,103.0,103.0,102.0,102.0,101.0,101.0,99.0,99.0,96.0,96.0,94.0,94.0,92.0,92.0,90.0,90.0,88.0,88.0,87.0,87.0,87.0,87.0,88.0,88.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,90.0,90.0,90.0,90.0,91.0,91.0
-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-91.0,-91.0,-93.0,-93.0,-99.0,-99.0,-107.0,-107.0,-121.0,-121.0,-132.0,-132.0,-148.0,-148.0,-161.0,-161.0,-180.0,-180.0,-192.0,-192.0,-208.0,-208.0,-224.0,-224.0,-232.0,-232.0,-239.0,-239.0,-244.0,-244.0,-247.0,-247.0,-250.0,-250.0,-255.0,-255.0,-260.0,-260.0,-268.0,-268.0,-276.0,-276.0,-287.0,-287.0,-295.0,-295.0,-306.0,-306.0,-311.0,-311.0,-312.0,-312.0,-313.0,-313.0,-312.0,-312.0,-310.0,-310.0,-309.0,-309.0,-308.0,-308.0,-308.0,-308.0,-306.0,-306.0,-305.0,-305.0,-305.0,-305.0,-306.0,-306.0,-306.0,-306.0,-306.0,-306.0,-306.0,-306.0,-306.0,-306.0,-306.0,-306.0,-307.0,-307.0,-309.0,-309.0,-310.0,-310.0,-311.0,-311.0,-311.0,-311.0,-311.0,-311.0,-312.0,-312.0,-314.0,-314.0,-315.0,-315.0,-315.0,-315.0,-315.0,-315.0,-314.0,-314.0
