-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-89.0,-90.0,-92.0,-96.0,-103.0,-108.0,-112.0,-113.0,-113.0,-112.0,-111.0,-111.0,-110.0,-109.0,-107.0,-101.0,-95.0,-88.0,-90.0,-92.0,-94.0,-96.0,-96.0,-97.0,-98.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-100.0,-103.0,-107.0,-113.0,-118.0,-118.0,-113.0,-100.0,-79.0,-71.0,-69.0,-77.0,-94.0,-102.0,-114.0,-124.0,-131.0,-142.0,-147.0,-144.0,-125.0,-97.0,-85.0,-81.0,-92.0,-101.0,-111.0,-118.0,-125.0,-130.0,-136.0,-141.0,-148.0,-153.0
65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,64.0,64.0,64.0,64.0,64.0,64.0,65.0,71.0,82.0,92.0,106.0,116.0,126.0,130.0,129.0,127.0,126.0,123.0,117.0,96.0,64.0,18.0,6.0,7.0,13.0,17.0,18.0,23.0,26.0,26.0,25.0,26.0,27.0,28.0,30.0,32.0,37.0,44.0,56.0,64.0,66.0,67.0,67.0,68.0,67.0,67.0,68.0,70.0,70.0,71.0,74.0,77.0,86.0,99.0,111.0,113.0,104.0,98.0,96.0,98.0,99.0,101.0,101.0,101.0,101.0,100.0,98.0,93.0,88.0
