-2.0,-2.0,-2.0,-2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-2.0,-2.0,-1.0,-0.0,1.0,3.0,5.0,7.0,9.0,10.0,11.0,12.0,12.0,13.0,14.0,11.0,10.0,9.0,8.0,9.0,12.0,13.0,13.0,14.0,16.0,18.0,24.0,34.0,41.0,46.0,49.0,48.0,47.0,43.0,41.0,40.0,42.0,47.0,52.0,55.0,57.0,59.0,66.0,72.0,80.0,86.0,91.0,94.0,96.0,95.0,93.0,92.0,91.0,88.0,85.0,79.0,78.0,78.0,75.0,75.0,76.0,77.0,79.0,79.0,79.0
58.0,59.0,61.0,64.0,66.0,67.0,69.0,69.0,70.0,71.0,71.0,73.0,76.0,77.0,78.0,79.0,78.0,76.0,73.0,69.0,65.0,47.0,29.0,1.0,-13.0,-36.0,-50.0,-61.0,-61.0,-52.0,-24.0,1.0,26.0,38.0,50.0,57.0,59.0,56.0,47.0,34.0,18.0,-6.0,-18.0,-34.0,-41.0,-44.0,-34.0,-7.0,19.0,35.0,52.0,61.0,74.0,81.0,83.0,81.0,75.0,59.0,39.0,19.0,8.0,-6.0,-12.0,-24.0,-32.0,-44.0,-45.0,-46.0,-53.0,-53.0,-54.0,-55.0,-52.0,-51.0,-52.0
