-265.0,-265.0,-265.0,-265.0,-265.0,-265.0,-265.0,-265.0,-265.0,-265.0,-265.0,-265.0,-265.0,-265.0,-265.0,-265.0,-265.0,-264.0,-263.0,-263.0,-264.0,-266.0,-270.0,-276.0,-280.0,-285.0,-286.0,-283.0,-279.0,-274.0,-270.0,-266.0,-263.0,-257.0,-253.0,-250.0,-247.0,-247.0,-248.0,-249.0,-250.0,-251.0,-252.0,-253.0,-254.0,-254.0,-254.0,-254.0,-254.0,-254.0,-253.0
8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,5.0,4.0,2.0,2.0,4.0,6.0,10.0,15.0,20.0,29.0,37.0,44.0,46.0,45.0,41.0,33.0,26.0,17.0,9.0,-2.0,-10.0,-13.0,-12.0,-9.0,-6.0,-4.0,-2.0,-1.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-1.0
