-308.0,-308.0,-308.0,-308.0,-308.0,-308.0,-308.0,-308.0,-308.0,-308.0,-308.0,-308.0,-308.0,-308.0,-308.0,-308.0,-307.0,-306.0,-305.0,-303.0,-301.0,-299.0,-298.0,-296.0,-295.0,-293.0,-292.0,-294.0,-297.0,-299.0,-299.0,-299.0,-300.0,-302.0,-303.0,-303.0,-303.0,-303.0,-302.0,-302.0,-302.0,-302.0,-302.0,-303.0,-304.0,-305.0,-306.0,-307.0,-308.0,-309.0,-309.0,-310.0,-311.0,-311.0,-310.0,-307.0,-305.0,-303.0,-301.0,-298.0,-296.0,-292.0,-289.0,-285.0,-282.0,-281.0,-281.0,-282.0,-285.0,-288.0,-293.0,-296.0,-299.0,-301.0,-303.0,-304.0,-305.0,-305.0,-305.0,-304.0,-303.0,-302.0,-300.0,-299.0,-295.0,-290.0,-285.0,-280.0,-277.0,-276.0,-276.0,-278.0,-280.0,-283.0,-285.0,-287.0,-289.0,-291.0,-292.0
86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,87.0,87.0,88.0,88.0,88.0,88.0,89.0,90.0,91.0,92.0,94.0,95.0,95.0,94.0,92.0,89.0,81.0,75.0,68.0,61.0,53.0,48.0,42.0,38.0,32.0,29.0,26.0,24.0,22.0,20.0,20.0,20.0,21.0,24.0,27.0,33.0,38.0,44.0,49.0,52.0,55.0,57.0,58.0,58.0,57.0,56.0,55.0,54.0,54.0,55.0,57.0,59.0,61.0,62.0,64.0,65.0,65.0,65.0,65.0,63.0,61.0,59.0,57.0,55.0,54.0,52.0,51.0,51.0,51.0,52.0,52.0,52.0,51.0,49.0,47.0,43.0,39.0,36.0,33.0,31.0,31.0,32.0,34.0,35.0,37.0,39.0,41.0,42.0,44.0,46.0
