-277.0,-277.0,-277.0,-277.0,-277.0,-276.0,-275.0,-275.0,-275.0,-272.0,-239.0,-174.0,-160.0,-178.0,-193.0,-214.0,-232.0,-246.0,-260.0,-261.0,-271.0,-281.0,-282.0,-263.0,-233.0,-192.0,-176.0,-169.0,-172.0,-175.0,-176.0,-178.0,-183.0,-186.0,-188.0,-189.0,-191.0,-193.0,-195.0,-198.0,-209.0
-16.0,-16.0,-16.0,-16.0,-16.0,-17.0,-17.0,-17.0,-17.0,-15.0,-10.0,-16.0,-15.0,-10.0,-10.0,-15.0,-25.0,-34.0,-54.0,-66.0,-68.0,-64.0,-64.0,-68.0,-72.0,-73.0,-69.0,-62.0,-62.0,-64.0,-69.0,-70.0,-69.0,-69.0,-71.0,-71.0,-72.0,-74.0,-74.0,-69.0,-60.0
