-314.0,-314.0,-314.0,-313.0,-312.0,-311.0,-310.0,-309.0,-309.0,-310.0,-309.0,-306.0,-303.0,-301.0,-307.0,-311.0,-313.0,-314.0,-317.0,-319.0,-323.0,-328.0,-336.0,-340.0,-343.0,-340.0,-330.0,-325.0,-322.0,-319.0,-317.0,-315.0,-313.0,-309.0,-304.0,-291.0,-278.0,-256.0,-234.0,-211.0,-205.0,-208.0,-225.0,-261.0,-287.0,-299.0,-306.0,-303.0,-295.0,-290.0,-280.0,-267.0,-240.0,-217.0,-187.0,-170.0,-151.0,-142.0,-150.0,-169.0,-184.0,-211.0,-227.0,-244.0,-252.0,-256.0,-255.0,-254.0,-255.0,-255.0,-253.0,-253.0,-253.0,-253.0,-253.0,-253.0,-254.0,-255.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-255.0,-254.0,-255.0,-256.0,-255.0,-255.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-257.0,-257.0,-257.0,-258.0
57.0,57.0,58.0,58.0,59.0,61.0,64.0,69.0,69.0,57.0,34.0,-16.0,-61.0,-110.0,-127.0,-140.0,-146.0,-150.0,-152.0,-150.0,-139.0,-127.0,-96.0,-66.0,-33.0,-14.0,0.0,7.0,17.0,26.0,30.0,33.0,42.0,47.0,53.0,58.0,59.0,57.0,51.0,34.0,11.0,-10.0,-19.0,-21.0,-26.0,-28.0,-23.0,-21.0,-17.0,-14.0,-12.0,-12.0,-13.0,-14.0,-23.0,-38.0,-64.0,-89.0,-103.0,-114.0,-117.0,-114.0,-111.0,-107.0,-103.0,-99.0,-99.0,-99.0,-97.0,-96.0,-97.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-97.0,-97.0,-97.0,-98.0,-98.0,-98.0,-98.0,-98.0,-98.0,-98.0,-98.0,-98.0,-98.0,-98.0,-97.0,-97.0,-97.0,-97.0,-97.0,-97.0
