-271.0,-271.0,-271.0,-272.0,-272.0,-272.0,-272.0,-272.0,-272.0,-272.0,-272.0,-272.0,-272.0,-272.0,-272.0,-273.0,-274.0,-275.0,-276.0,-277.0,-278.0,-279.0,-280.0,-280.0,-281.0,-282.0,-283.0,-283.0,-283.0,-284.0,-284.0,-284.0,-284.0,-284.0,-284.0,-284.0,-284.0,-283.0,-281.0,-278.0,-277.0,-279.0,-281.0,-285.0,-289.0,-291.0,-292.0,-290.0,-284.0,-275.0,-265.0,-257.0,-246.0,-235.0,-221.0,-219.0,-230.0,-249.0,-262.0,-274.0,-280.0,-281.0,-281.0,-278.0,-273.0,-265.0,-257.0,-239.0,-213.0,-197.0,-190.0,-187.0,-186.0,-186.0,-189.0,-191.0,-194.0,-196.0,-199.0,-201.0,-202.0,-203.0,-204.0,-207.0,-211.0,-219.0,-229.0,-248.0,-263.0,-281.0,-291.0,-292.0,-290.0,-288.0,-287.0,-286.0,-287.0
93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,94.0,94.0,95.0,95.0,95.0,96.0,97.0,97.0,97.0,97.0,97.0,97.0,95.0,86.0,54.0,14.0,-6.0,-19.0,-17.0,-9.0,-2.0,15.0,31.0,54.0,67.0,82.0,91.0,94.0,93.0,88.0,74.0,68.0,66.0,65.0,67.0,66.0,63.0,60.0,59.0,58.0,56.0,52.0,47.0,35.0,19.0,10.0,8.0,8.0,6.0,5.0,5.0,5.0,6.0,7.0,8.0,8.0,8.0,9.0,10.0,12.0,12.0,15.0,21.0,38.0,57.0,77.0,86.0,89.0,89.0,88.0,87.0,87.0,86.0
