-179.0,-178.0,-176.0,-175.0,-173.0,-172.0,-173.0,-169.0,-161.0,-157.0,-156.0,-160.0,-162.0,-162.0,-162.0,-160.0,-158.0,-157.0,-155.0,-153.0,-151.0,-149.0,-147.0,-143.0,-134.0,-123.0,-104.0,-85.0,-62.0,-50.0,-41.0,-41.0,-45.0,-46.0,-45.0,-46.0,-48.0,-50.0,-49.0,-51.0,-59.0,-65.0,-71.0,-80.0,-89.0,-93.0,-95.0,-96.0,-97.0,-97.0,-97.0,-96.0,-97.0,-94.0,-87.0,-67.0,-53.0,-43.0,-41.0,-43.0,-44.0,-44.0,-45.0,-46.0,-46.0,-47.0,-49.0,-53.0,-61.0,-64.0,-68.0,-70.0,-72.0,-73.0,-71.0,-67.0,-57.0,-44.0,-33.0,-19.0,-12.0,-7.0,-7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
158.0,158.0,157.0,156.0,154.0,150.0,137.0,121.0,99.0,85.0,71.0,64.0,64.0,67.0,70.0,73.0,76.0,80.0,82.0,84.0,86.0,90.0,93.0,97.0,94.0,83.0,55.0,26.0,-13.0,-37.0,-60.0,-75.0,-82.0,-87.0,-87.0,-86.0,-84.0,-79.0,-73.0,-66.0,-48.0,-30.0,-5.0,12.0,27.0,36.0,41.0,45.0,44.0,41.0,39.0,37.0,36.0,34.0,31.0,27.0,26.0,28.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,34.0,42.0,51.0,67.0,80.0,92.0,98.0,103.0,104.0,100.0,91.0,71.0,41.0,14.0,-22.0,-43.0,-59.0,-64.0,-67.0,-66.0,-65.0,-64.0,-63.0,-61.0,-60.0,-60.0
