-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-100.0,-101.0,-104.0,-105.0,-105.0,-105.0,-106.0,-106.0,-106.0,-106.0,-107.0,-107.0,-103.0,-95.0,-90.0,-86.0,-86.0,-88.0,-89.0,-90.0,-89.0,-87.0,-85.0,-84.0,-84.0,-86.0,-94.0,-107.0,-133.0,-152.0,-162.0,-168.0,-165.0,-147.0,-130.0,-111.0,-100.0,-93.0,-90.0,-90.0,-92.0,-93.0,-95.0,-96.0,-97.0
44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0,52.0,74.0,92.0,108.0,116.0,125.0,132.0,137.0,139.0,138.0,138.0,137.0,129.0,117.0,89.0,68.0,44.0,41.0,35.0,29.0,25.0,25.0,25.0,26.0,26.0,26.0,28.0,37.0,42.0,42.0,40.0,39.0,34.0,24.0,12.0,15.0,19.0,18.0,19.0,21.0,22.0,23.0,25.0,26.0,25.0,25.0
