66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,67.0,71.0,75.0,81.0,86.0,92.0,97.0,105.0,110.0,117.0,122.0,128.0,133.0,139.0,149.0,157.0,169.0,179.0,191.0,199.0,208.0,214.0,220.0,226.0,229.0,232.0,235.0,236.0,238.0,239.0,239.0,238.0,238.0,237.0,236.0,234.0,232.0,228.0,225.0,223.0,220.0,218.0,218.0,218.0,219.0,221.0,224.0,227.0,230.0,233.0,235.0,236.0,237.0,236.0,236.0,236.0,233.0,229.0,221.0,214.0,205.0,193.0,183.0,168.0,156.0,140.0,128.0,106.0,87.0,77.0,58.0,46.0,35.0,35.0,33.0,33.0,42.0,54.0,59.0,72.0,84.0,98.0,111.0,128.0,139.0,156.0,170.0,184.0,196.0,214.0,227.0,245.0,261.0,280.0,296.0,307.0,319.0,326.0,334.0,341.0,347.0,352.0,357.0,356.0,355.0,354.0,351.0,350.0,348.0,347.0,345.0,343.0,342.0,342.0,342.0,341.0,339.0,338.0,337.0,336.0,336.0,336.0,336.0,336.0
8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,5.0,3.0,-3.0,-8.0,-16.0,-23.0,-33.0,-42.0,-55.0,-71.0,-80.0,-86.0,-90.0,-93.0,-92.0,-88.0,-85.0,-81.0,-78.0,-72.0,-66.0,-62.0,-57.0,-51.0,-47.0,-42.0,-37.0,-34.0,-30.0,-26.0,-21.0,-16.0,-6.0,2.0,13.0,20.0,26.0,29.0,31.0,31.0,29.0,27.0,22.0,16.0,7.0,-1.0,-10.0,-21.0,-32.0,-47.0,-61.0,-78.0,-90.0,-111.0,-127.0,-148.0,-163.0,-183.0,-205.0,-220.0,-236.0,-245.0,-255.0,-259.0,-264.0,-269.0,-271.0,-272.0,-272.0,-265.0,-254.0,-238.0,-229.0,-217.0,-208.0,-206.0,-203.0,-199.0,-191.0,-183.0,-177.0,-173.0,-166.0,-162.0,-158.0,-156.0,-152.0,-148.0,-143.0,-139.0,-135.0,-129.0,-124.0,-118.0,-113.0,-106.0,-101.0,-95.0,-88.0,-81.0,-80.0,-80.0,-81.0,-82.0,-83.0,-83.0,-83.0,-84.0,-86.0,-87.0,-87.0,-87.0,-88.0,-89.0,-90.0,-91.0,-92.0,-92.0,-92.0,-92.0,-92.0
