-150.0,-150.0,-150.0,-150.0,-150.0,-150.0,-150.0,-150.0,-150.0,-150.0,-150.0,-150.0,-150.0,-150.0,-149.0,-148.0,-146.0,-144.0,-143.0,-141.0,-140.0,-139.0,-139.0,-139.0,-140.0,-141.0,-140.0,-139.0,-140.0,-142.0,-141.0,-140.0,-138.0,-136.0,-132.0,-128.0,-121.0,-115.0,-106.0,-100.0,-95.0,-91.0,-88.0,-87.0,-89.0,-99.0,-108.0,-121.0,-136.0,-143.0,-148.0,-148.0,-146.0,-143.0,-138.0,-134.0,-128.0,-122.0,-112.0,-100.0,-91.0,-80.0,-73.0,-63.0,-58.0,-53.0,-50.0,-51.0,-58.0,-73.0,-96.0,-121.0,-162.0,-193.0,-215.0,-219.0,-224.0,-225.0,-224.0,-223.0,-222.0,-220.0,-219.0
37.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,34.0,32.0,30.0,29.0,28.0,28.0,30.0,33.0,37.0,41.0,47.0,53.0,61.0,69.0,73.0,76.0,79.0,83.0,86.0,89.0,91.0,93.0,93.0,92.0,90.0,85.0,78.0,73.0,66.0,62.0,57.0,54.0,51.0,49.0,50.0,53.0,55.0,56.0,56.0,56.0,56.0,57.0,59.0,63.0,66.0,67.0,66.0,63.0,57.0,51.0,42.0,35.0,25.0,18.0,11.0,8.0,8.0,11.0,16.0,25.0,32.0,36.0,36.0,34.0,32.0,31.0,31.0,31.0
