60.0,60.0,60.0,60.0,59.0,60.0,60.0,60.0,58.0,57.0,55.0,53.0,53.0,56.0,60.0,66.0,78.0,85.0,84.0,85.0,86.0,84.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0
142.0,142.0,141.0,141.0,141.0,140.0,140.0,141.0,143.0,145.0,149.0,152.0,149.0,138.0,107.0,56.0,-23.0,-54.0,-68.0,-85.0,-99.0,-99.0,-95.0,-93.0,-93.0,-93.0,-94.0,-95.0,-96.0,-97.0
