-142.0,-143.0,-143.0,-143.0,-143.0,-143.0,-143.0,-143.0,-143.0,-143.0,-143.0,-143.0,-142.0,-141.0,-140.0,-139.0,-138.0,-137.0,-136.0,-135.0,-134.0,-133.0,-133.0,-133.0,-134.0,-135.0,-136.0,-137.0,-140.0,-142.0,-145.0,-148.0,-152.0,-155.0,-157.0,-158.0,-158.0,-158.0,-158.0,-158.0,-158.0,-158.0,-158.0,-158.0,-158.0,-157.0,-155.0,-151.0,-146.0,-139.0,-131.0,-124.0,-117.0,-108.0,-100.0,-96.0,-92.0,-90.0,-91.0,-93.0,-96.0,-98.0,-103.0,-108.0,-116.0,-122.0,-129.0,-134.0,-139.0,-141.0,-142.0,-142.0,-141.0,-141.0,-141.0,-141.0,-141.0,-140.0,-139.0,-138.0,-137.0,-136.0,-135.0,-134.0,-133.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-131.0,-128.0,-124.0,-120.0,-115.0,-108.0,-102.0,-100.0,-99.0,-100.0,-103.0,-106.0,-110.0,-113.0,-118.0,-122.0,-127.0,-130.0,-133.0,-135.0,-136.0,-136.0,-136.0
53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,51.0,50.0,49.0,47.0,46.0,45.0,44.0,43.0,43.0,45.0,49.0,52.0,57.0,62.0,70.0,76.0,85.0,90.0,95.0,97.0,99.0,102.0,104.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,105.0,104.0,103.0,102.0,101.0,101.0,101.0,101.0,101.0,100.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,96.0,94.0,91.0,88.0,86.0,84.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,82.0,81.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
