-160.0,-160.0,-160.0,-160.0,-159.0,-159.0,-160.0,-158.0,-155.0,-163.0,-175.0,-176.0,-171.0,-156.0,-139.0,-119.0,-100.0,-102.0,-115.0,-111.0,-111.0,-113.0,-115.0,-115.0,-117.0,-119.0,-119.0,-120.0,-120.0,-121.0,-122.0,-121.0,-121.0,-122.0,-122.0
20.0,23.0,27.0,29.0,34.0,32.0,20.0,-33.0,-79.0,-113.0,-88.0,-60.0,-39.0,-3.0,12.0,-5.0,-56.0,-87.0,-102.0,-101.0,-101.0,-99.0,-96.0,-97.0,-97.0,-93.0,-94.0,-94.0,-91.0,-91.0,-91.0,-90.0,-90.0,-91.0,-89.0
