-190.0,-190.0,-190.0,-190.0,-190.0,-190.0,-190.0,-190.0,-190.0,-199.0,-221.0,-243.0,-246.0,-233.0,-207.0,-192.0,-184.0,-180.0,-174.0,-173.0,-175.0,-178.0,-183.0,-192.0,-196.0,-199.0,-199.0,-197.0,-196.0
-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-15.0,-12.0,-13.0,-32.0,-69.0,-94.0,-96.0,-88.0,-77.0,-58.0,-44.0,-26.0,-18.0,-15.0,-12.0,-13.0,-17.0,-18.0,-20.0,-22.0
