-174.0,-174.0,-174.0,-174.0,-175.0,-176.0,-179.0,-183.0,-192.0,-192.0,-167.0,-132.0,-101.0,-108.0,-125.0,-159.0,-190.0,-216.0,-218.0,-203.0,-161.0,-124.0,-100.0,-98.0,-102.0,-106.0,-110.0,-113.0,-116.0,-116.0,-116.0,-117.0,-117.0,-117.0,-118.0,-119.0,-119.0,-120.0,-121.0
20.0,20.0,20.0,20.0,20.0,20.0,21.0,22.0,23.0,24.0,20.0,13.0,6.0,2.0,-2.0,-17.0,-33.0,-42.0,-43.0,-46.0,-51.0,-55.0,-59.0,-60.0,-58.0,-58.0,-57.0,-57.0,-57.0,-57.0,-56.0,-56.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0
