-163.0,-164.0,-164.0,-165.0,-165.0,-165.0,-164.0,-164.0,-164.0,-164.0,-164.0,-164.0,-163.0,-163.0,-162.0,-161.0,-160.0,-159.0,-158.0,-159.0,-159.0,-159.0,-160.0,-166.0,-172.0,-178.0,-180.0,-183.0,-185.0,-185.0,-183.0,-180.0,-176.0,-173.0,-171.0,-170.0,-167.0,-164.0,-161.0,-158.0,-157.0,-158.0,-157.0,-156.0,-156.0,-156.0,-156.0,-155.0,-154.0,-151.0,-148.0,-143.0,-137.0,-126.0,-114.0,-105.0,-94.0,-86.0,-77.0,-72.0,-68.0,-66.0,-65.0,-66.0,-69.0,-71.0,-75.0,-80.0,-85.0,-95.0,-103.0,-112.0,-118.0,-124.0,-128.0,-131.0,-133.0,-134.0,-134.0,-133.0,-131.0,-130.0,-130.0,-133.0,-141.0,-153.0,-173.0,-189.0,-196.0,-201.0,-202.0,-202.0,-201.0,-199.0
89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,90.0,90.0,90.0,90.0,88.0,84.0,72.0,58.0,37.0,22.0,2.0,-18.0,-33.0,-49.0,-57.0,-63.0,-65.0,-65.0,-62.0,-59.0,-55.0,-52.0,-46.0,-38.0,-26.0,-14.0,5.0,20.0,37.0,48.0,62.0,73.0,78.0,82.0,83.0,83.0,82.0,79.0,74.0,64.0,54.0,38.0,23.0,11.0,-6.0,-17.0,-26.0,-31.0,-36.0,-39.0,-41.0,-41.0,-39.0,-36.0,-30.0,-21.0,-13.0,-2.0,6.0,16.0,23.0,31.0,35.0,38.0,39.0,38.0,35.0,33.0,31.0,30.0,28.0,28.0,29.0,30.0,30.0,31.0,32.0,33.0,33.0,32.0,31.0,31.0
