93.0,94.0,94.0,94.0,94.0,94.0,94.0,95.0,96.0,98.0,99.0,102.0,104.0,107.0,110.0,114.0,119.0,122.0,122.0,116.0,107.0,99.0,83.0,73.0,63.0,56.0,50.0,49.0,53.0,61.0,72.0,90.0,103.0,120.0,130.0,139.0,142.0,142.0,139.0,132.0,122.0,113.0,100.0,91.0,83.0,79.0,75.0,73.0,72.0,72.0,73.0,73.0,74.0,74.0,74.0,74.0
85.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,83.0,82.0,81.0,80.0,79.0,78.0,75.0,74.0,73.0,73.0,74.0,73.0,69.0,64.0,58.0,48.0,37.0,24.0,13.0,1.0,-5.0,-7.0,-6.0,-3.0,3.0,10.0,20.0,30.0,37.0,41.0,45.0,49.0,51.0,50.0,48.0,45.0,41.0,38.0,36.0,32.0,31.0,32.0,33.0,34.0,36.0,37.0,37.0
