77.0,77.0,78.0,78.0,78.0,78.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,78.0,78.0,77.0,75.0,74.0,72.0,70.0,68.0,63.0,61.0,61.0,59.0,58.0,60.0,60.0,63.0,71.0,81.0,90.0,102.0,109.0,119.0,126.0,130.0,131.0,131.0,129.0,127.0,125.0,124.0,124.0,122.0,120.0,119.0,118.0,118.0,117.0,117.0,117.0,116.0,116.0,117.0
39.0,39.0,40.0,41.0,42.0,42.0,44.0,46.0,46.0,45.0,45.0,46.0,47.0,48.0,51.0,54.0,61.0,66.0,68.0,62.0,55.0,40.0,25.0,-6.0,-38.0,-73.0,-89.0,-105.0,-117.0,-121.0,-121.0,-117.0,-111.0,-105.0,-88.0,-71.0,-51.0,-34.0,-19.0,0.0,13.0,26.0,33.0,42.0,51.0,56.0,62.0,65.0,69.0,72.0,74.0,75.0,75.0,75.0,73.0
