-77.0,-77.0,-77.0,-76.0,-74.0,-74.0,-73.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,-74.0,-75.0,-77.0,-77.0,-77.0,-77.0,-78.0,-79.0,-79.0,-78.0,-76.0,-69.0,-63.0,-60.0,-60.0,-59.0,-58.0,-58.0,-59.0,-57.0,-55.0,-52.0,-46.0,-45.0,-41.0,-31.0,-43.0,-61.0,-68.0,-73.0,-72.0,-62.0,-48.0,-21.0,10.0,35.0,66.0,83.0,92.0,88.0,76.0,59.0,47.0,31.0,16.0,-7.0,-19.0,-32.0,-43.0,-47.0,-47.0,-44.0,-39.0,-36.0,-33.0,-32.0,-32.0,-32.0,-33.0
-94.0,-95.0,-96.0,-96.0,-94.0,-93.0,-91.0,-91.0,-90.0,-89.0,-89.0,-89.0,-89.0,-88.0,-88.0,-88.0,-88.0,-88.0,-89.0,-89.0,-89.0,-89.0,-88.0,-87.0,-86.0,-85.0,-82.0,-81.0,-83.0,-88.0,-96.0,-90.0,-61.0,-17.0,17.0,53.0,75.0,92.0,97.0,90.0,71.0,51.0,13.0,-28.0,-80.0,-90.0,-85.0,-78.0,-74.0,-69.0,-65.0,-60.0,-57.0,-53.0,-49.0,-46.0,-43.0,-42.0,-43.0,-44.0,-46.0,-48.0,-49.0,-49.0,-50.0,-54.0,-56.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-58.0,-59.0,-59.0,-60.0,-61.0
