-39.0,-39.0,-39.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-39.0,-39.0,-40.0,-41.0,-42.0,-41.0,-40.0,-36.0,-31.0,-32.0,-48.0,-81.0,-110.0,-146.0,-166.0,-173.0,-164.0,-137.0,-90.0,-50.0,-4.0,20.0,42.0,48.0,44.0,34.0,26.0,14.0,-2.0,-35.0,-54.0,-64.0,-64.0,-61.0,-61.0,-60.0,-58.0,-58.0,-56.0
84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,83.0,82.0,81.0,80.0,77.0,73.0,67.0,66.0,67.0,71.0,87.0,97.0,98.0,86.0,63.0,18.0,-18.0,-55.0,-85.0,-96.0,-82.0,-61.0,-29.0,-4.0,23.0,34.0,33.0,32.0,35.0,36.0,37.0,39.0,40.0,42.0,46.0,48.0,48.0,49.0,52.0
