121.0,121.0,121.0,121.0,121.0,121.0,121.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,119.0,118.0,114.0,109.0,106.0,111.0,115.0,112.0,106.0,108.0,105.0,99.0,91.0,78.0,69.0,57.0,53.0,51.0,50.0,52.0,60.0,89.0,128.0,151.0,176.0,185.0,186.0,186.0,186.0,184.0,183.0,183.0,182.0,181.0,181.0,182.0
120.0,119.0,118.0,118.0,118.0,117.0,116.0,116.0,116.0,116.0,117.0,119.0,120.0,121.0,123.0,125.0,127.0,131.0,139.0,147.0,160.0,169.0,159.0,136.0,83.0,48.0,-1.0,-35.0,-40.0,-26.0,-3.0,26.0,44.0,68.0,84.0,100.0,109.0,111.0,106.0,86.0,48.0,29.0,7.0,-7.0,-5.0,-2.0,-5.0,-5.0,-4.0,-5.0,-3.0,-1.0,-2.0,-2.0
