73.0,73.0,73.0,72.0,72.0,73.0,74.0,74.0,75.0,75.0,75.0,75.0,72.0,68.0,62.0,57.0,50.0,49.0,58.0,79.0,94.0,91.0,88.0,86.0,78.0,66.0,67.0,74.0,85.0,94.0,103.0,114.0,129.0,136.0,139.0,137.0,136.0,136.0,136.0,135.0,134.0,131.0,130.0,130.0,129.0,127.0,126.0
83.0,82.0,82.0,84.0,85.0,84.0,83.0,84.0,84.0,87.0,93.0,97.0,108.0,118.0,134.0,145.0,145.0,130.0,78.0,11.0,-25.0,-28.0,-29.0,-31.0,-20.0,11.0,36.0,75.0,100.0,120.0,123.0,118.0,101.0,76.0,21.0,-5.0,-8.0,-14.0,-21.0,-23.0,-23.0,-17.0,-14.0,-15.0,-15.0,-13.0,-12.0
