-132.0,-132.0,-131.0,-130.0,-129.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-128.0,-127.0,-126.0,-125.0,-124.0,-123.0,-124.0,-131.0,-143.0,-168.0,-190.0,-220.0,-241.0,-264.0,-280.0,-284.0,-278.0,-270.0,-254.0,-239.0,-214.0,-198.0,-180.0,-162.0,-154.0,-149.0,-146.0,-143.0,-140.0,-135.0,-134.0,-132.0,-131.0,-131.0,-131.0,-129.0,-128.0,-127.0,-126.0,-126.0,-128.0,-133.0,-141.0,-145.0,-149.0,-154.0,-151.0,-144.0,-142.0,-140.0,-141.0,-142.0,-142.0,-142.0,-143.0,-144.0,-144.0,-143.0,-143.0
44.0,45.0,45.0,45.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,48.0,49.0,49.0,49.0,49.0,50.0,51.0,53.0,55.0,61.0,65.0,63.0,58.0,42.0,21.0,3.0,-13.0,-23.0,-40.0,-51.0,-58.0,-59.0,-55.0,-31.0,-16.0,-1.0,12.0,20.0,23.0,29.0,32.0,34.0,35.0,34.0,33.0,33.0,32.0,29.0,27.0,25.0,17.0,3.0,-33.0,-74.0,-134.0,-168.0,-191.0,-207.0,-219.0,-222.0,-216.0,-203.0,-193.0,-186.0,-182.0,-181.0,-179.0,-171.0,-164.0
