-99.0,-99.0,-99.0,-99.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-101.0,-101.0,-101.0,-101.0,-100.0,-99.0,-98.0,-97.0,-96.0,-94.0,-92.0,-89.0,-86.0,-81.0,-76.0,-67.0,-61.0,-57.0,-59.0,-64.0,-76.0,-110.0,-152.0,-176.0,-193.0,-192.0,-181.0,-170.0,-162.0,-161.0,-161.0,-160.0,-158.0,-159.0,-158.0,-156.0,-155.0,-150.0,-140.0,-126.0,-115.0,-94.0,-76.0,-58.0,-48.0,-47.0,-53.0,-67.0,-88.0,-105.0,-131.0,-151.0,-175.0,-190.0,-200.0,-199.0,-195.0,-192.0,-187.0,-184.0,-184.0,-183.0,-181.0,-180.0,-180.0,-180.0
-23.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-21.0,-21.0,-21.0,-21.0,-20.0,-19.0,-20.0,-19.0,-19.0,-19.0,-18.0,-17.0,-16.0,-13.0,-11.0,-9.0,-9.0,-9.0,-8.0,-3.0,5.0,11.0,13.0,13.0,12.0,9.0,8.0,8.0,4.0,-6.0,-30.0,-58.0,-64.0,-50.0,-35.0,-22.0,-21.0,-18.0,-16.0,-15.0,-19.0,-31.0,-42.0,-54.0,-72.0,-91.0,-110.0,-112.0,-104.0,-97.0,-77.0,-57.0,-43.0,-32.0,-19.0,-15.0,-15.0,-13.0,-13.0,-19.0,-23.0,-22.0,-23.0,-27.0
