-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,-77.0,-76.0,-74.0,-68.0,-59.0,-54.0,-54.0,-60.0,-74.0,-95.0,-150.0,-216.0,-250.0,-269.0,-267.0,-247.0,-222.0,-166.0,-100.0,-66.0,-49.0,-45.0,-47.0,-50.0,-52.0,-54.0
57.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,58.0,58.0,59.0,59.0,60.0,61.0,63.0,65.0,69.0,72.0,76.0,77.0,76.0,55.0,24.0,-26.0,-61.0,-96.0,-110.0,-118.0,-104.0,-78.0,-52.0,-39.0,-34.0,-34.0,-35.0,-36.0
