-232.0,-232.0,-232.0,-232.0,-232.0,-232.0,-233.0,-233.0,-227.0,-223.0,-223.0,-224.0,-227.0,-231.0,-228.0,-219.0,-208.0,-218.0,-232.0,-233.0,-231.0,-232.0,-235.0,-237.0,-235.0,-231.0,-229.0
-45.0,-45.0,-45.0,-45.0,-44.0,-40.0,-27.0,-16.0,4.0,21.0,25.0,21.0,4.0,-48.0,-91.0,-140.0,-151.0,-134.0,-112.0,-103.0,-94.0,-84.0,-67.0,-61.0,-60.0,-56.0,-44.0
