-238.0,-237.0,-237.0,-237.0,-237.0,-237.0,-237.0,-237.0,-237.0,-238.0,-235.0,-226.0,-224.0,-224.0,-225.0,-229.0,-238.0,-246.0,-236.0,-222.0,-229.0,-238.0,-240.0,-238.0,-239.0,-246.0,-248.0,-246.0,-246.0,-248.0,-250.0,-251.0,-249.0,-247.0,-246.0,-246.0,-246.0
-33.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-33.0,-30.0,-22.0,-6.0,22.0,33.0,38.0,35.0,17.0,-24.0,-66.0,-114.0,-133.0,-130.0,-121.0,-115.0,-110.0,-102.0,-91.0,-88.0,-86.0,-83.0,-77.0,-71.0,-65.0,-64.0,-67.0,-69.0,-69.0,-68.0
