-301.0,-301.0,-301.0,-300.0,-299.0,-298.0,-297.0,-295.0,-287.0,-267.0,-258.0,-257.0,-256.0,-256.0,-258.0,-262.0,-260.0,-243.0,-233.0,-226.0,-226.0,-224.0,-222.0,-223.0,-223.0,-221.0,-221.0,-220.0,-220.0
-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-16.0,-27.0,-57.0,-91.0,-111.0,-119.0,-124.0,-123.0,-107.0,-87.0,-54.0,-21.0,-4.0,7.0,7.0,4.0,4.0,4.0,1.0,-0.0,-0.0,-1.0,-2.0
