-194.0,-194.0,-194.0,-194.0,-194.0,-194.0,-195.0,-195.0,-197.0,-201.0,-199.0,-191.0,-182.0,-176.0,-163.0,-146.0,-135.0,-138.0,-142.0,-152.0,-164.0,-178.0,-185.0,-196.0,-199.0,-195.0,-184.0,-173.0,-163.0,-155.0,-145.0,-139.0,-133.0,-132.0,-133.0,-135.0,-136.0,-138.0,-140.0,-142.0,-142.0,-143.0,-144.0,-145.0,-145.0,-145.0,-146.0,-148.0,-151.0,-156.0,-159.0,-162.0
19.0,19.0,19.0,19.0,19.0,19.0,18.0,16.0,10.0,-7.0,-39.0,-55.0,-70.0,-82.0,-92.0,-88.0,-71.0,-56.0,-43.0,-29.0,-26.0,-30.0,-33.0,-35.0,-34.0,-34.0,-33.0,-29.0,-24.0,-19.0,-12.0,-8.0,-3.0,-1.0,-2.0,-3.0,-3.0,-4.0,-6.0,-8.0,-7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-7.0,-7.0,-7.0,-7.0,-6.0
