-146.0,-146.0,-146.0,-146.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-146.0,-145.0,-142.0,-136.0,-121.0,-103.0,-89.0,-74.0,-68.0,-66.0,-65.0,-64.0,-64.0,-65.0,-66.0,-66.0,-65.0,-65.0,-67.0,-71.0,-75.0,-76.0,-81.0,-88.0,-93.0,-101.0,-107.0,-112.0,-116.0,-120.0,-124.0,-126.0,-127.0,-128.0,-129.0,-130.0,-130.0,-131.0,-132.0,-133.0,-134.0,-132.0,-123.0,-109.0,-90.0,-80.0,-71.0,-71.0,-74.0,-77.0,-80.0,-83.0,-84.0,-84.0,-84.0,-84.0,-85.0,-87.0,-90.0,-95.0,-102.0,-111.0,-116.0,-121.0,-122.0,-123.0,-123.0,-122.0,-121.0,-121.0,-121.0,-121.0,-122.0,-122.0,-122.0,-122.0,-122.0,-122.0,-122.0,-122.0,-122.0,-121.0,-118.0,-111.0,-106.0,-99.0,-96.0,-93.0,-92.0,-94.0,-96.0,-100.0,-103.0,-107.0,-111.0,-113.0,-115.0,-116.0,-116.0,-116.0,-116.0,-116.0,-116.0,-116.0,-116.0,-116.0,-115.0,-115.0,-116.0,-116.0,-116.0,-116.0,-117.0,-118.0,-118.0,-118.0,-118.0,-116.0,-111.0,-99.0,-90.0,-84.0,-84.0,-87.0,-89.0,-91.0,-91.0,-90.0,-89.0,-89.0,-89.0,-89.0,-89.0
81.0,80.0,79.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,81.0,82.0,82.0,79.0,71.0,47.0,15.0,-8.0,-33.0,-48.0,-64.0,-72.0,-78.0,-80.0,-81.0,-80.0,-77.0,-74.0,-72.0,-69.0,-64.0,-51.0,-40.0,-26.0,-11.0,2.0,18.0,28.0,40.0,49.0,59.0,66.0,69.0,71.0,70.0,68.0,67.0,67.0,67.0,68.0,68.0,69.0,69.0,67.0,64.0,60.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,65.0,65.0,65.0,65.0,65.0,64.0,64.0,64.0,64.0,63.0,62.0,61.0,61.0,61.0,60.0,59.0,59.0,59.0,58.0,57.0,55.0,53.0,50.0,48.0,47.0,47.0,47.0,49.0,50.0,51.0,51.0,50.0,49.0,49.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0,50.0,49.0,49.0,49.0,48.0,46.0,43.0,38.0,36.0,36.0,37.0,38.0,39.0,41.0,42.0,42.0,42.0,42.0,42.0,41.0,40.0,40.0,40.0,40.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
