-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-279.0,-278.0,-278.0,-278.0,-278.0,-280.0,-283.0,-287.0,-289.0,-291.0,-292.0,-292.0,-292.0,-292.0,-290.0,-288.0,-285.0,-284.0,-284.0,-283.0,-281.0,-279.0,-279.0,-278.0,-277.0,-275.0,-275.0,-275.0,-275.0,-275.0,-275.0,-275.0,-275.0,-275.0,-274.0,-272.0,-269.0,-266.0,-263.0,-262.0,-260.0,-258.0,-255.0,-252.0,-250.0,-246.0,-244.0,-242.0,-242.0,-244.0,-246.0,-248.0,-249.0,-248.0,-247.0,-245.0,-242.0,-240.0,-239.0,-239.0,-242.0,-243.0,-242.0,-240.0,-238.0,-235.0,-227.0,-214.0,-200.0,-178.0,-160.0,-135.0,-109.0,-94.0,-74.0,-61.0,-49.0,-46.0,-45.0,-46.0,-48.0,-50.0,-53.0,-55.0
35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,34.0,32.0,30.0,26.0,24.0,23.0,24.0,27.0,31.0,37.0,42.0,46.0,52.0,56.0,61.0,64.0,66.0,65.0,62.0,58.0,53.0,49.0,43.0,37.0,33.0,29.0,26.0,23.0,22.0,23.0,25.0,30.0,35.0,42.0,47.0,53.0,57.0,59.0,60.0,58.0,53.0,48.0,41.0,33.0,28.0,23.0,21.0,20.0,21.0,23.0,26.0,31.0,35.0,41.0,45.0,51.0,55.0,59.0,62.0,63.0,61.0,58.0,52.0,46.0,35.0,24.0,7.0,-9.0,-21.0,-39.0,-52.0,-59.0,-56.0,-51.0,-40.0,-30.0,-17.0,-11.0,-8.0,-7.0,-7.0,-7.0,-7.0,-7.0
