-121.0,-121.0,-121.0,-122.0,-123.0,-123.0,-124.0,-126.0,-129.0,-132.0,-131.0,-120.0,-102.0,-85.0,-81.0,-83.0,-87.0,-87.0,-89.0,-91.0,-93.0,-93.0,-94.0,-95.0,-96.0,-96.0,-97.0,-97.0,-98.0,-99.0,-99.0,-99.0,-100.0,-100.0,-100.0,-100.0,-101.0,-101.0
13.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,12.0,-6.0,-34.0,-50.0,-43.0,-27.0,-14.0,-8.0,-2.0,-2.0,-1.0,-2.0,-3.0,-3.0,-3.0,-3.0,-4.0,-4.0,-4.0,-4.0,-5.0,-5.0,-5.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
