-187.0,-188.0,-188.0,-188.0,-188.0,-188.0,-188.0,-188.0,-187.0,-185.0,-180.0,-171.0,-156.0,-152.0,-149.0,-151.0,-159.0,-156.0,-156.0,-151.0,-140.0,-121.0,-116.0,-115.0,-114.0,-113.0,-107.0,-104.0,-103.0,-103.0,-104.0,-105.0,-105.0,-106.0,-108.0,-109.0,-110.0,-111.0,-111.0,-111.0,-113.0,-115.0,-115.0,-116.0,-115.0,-116.0,-117.0,-116.0,-116.0
28.0,29.0,30.0,31.0,31.0,32.0,32.0,32.0,32.0,29.0,5.0,-31.0,-73.0,-75.0,-59.0,-30.0,25.0,53.0,59.0,35.0,-16.0,-82.0,-97.0,-71.0,-36.0,1.0,23.0,32.0,34.0,34.0,35.0,33.0,31.0,32.0,31.0,28.0,27.0,21.0,16.0,18.0,18.0,16.0,17.0,17.0,16.0,16.0,16.0,16.0,17.0
