-109.0,-108.0,-108.0,-107.0,-104.0,-103.0,-114.0,-136.0,-162.0,-164.0,-135.0,-99.0,-92.0,-103.0,-115.0,-118.0,-114.0,-107.0,-103.0,-105.0,-102.0,-104.0,-106.0,-107.0,-111.0,-113.0,-114.0,-117.0,-117.0,-118.0,-118.0,-118.0,-119.0,-119.0,-119.0
8.0,8.0,7.0,7.0,7.0,11.0,17.0,18.0,4.0,-27.0,-50.0,-32.0,-13.0,14.0,31.0,36.0,21.0,-32.0,-82.0,-95.0,-102.0,-102.0,-97.0,-95.0,-92.0,-90.0,-90.0,-88.0,-86.0,-86.0,-85.0,-84.0,-84.0,-83.0,-83.0
