-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-126.0,-125.0,-124.0,-122.0,-119.0,-117.0,-115.0,-112.0,-108.0,-105.0,-101.0,-98.0,-93.0,-90.0,-83.0,-75.0,-69.0,-60.0,-54.0,-45.0,-39.0,-33.0,-30.0,-29.0,-27.0,-26.0,-26.0,-27.0,-28.0,-29.0,-30.0,-31.0,-34.0,-36.0,-37.0,-38.0,-39.0,-40.0,-40.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0
126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,125.0,124.0,122.0,118.0,113.0,108.0,102.0,93.0,83.0,75.0,64.0,56.0,46.0,38.0,29.0,20.0,12.0,4.0,1.0,1.0,3.0,8.0,13.0,19.0,25.0,29.0,33.0,35.0,39.0,42.0,44.0,46.0,50.0,53.0,54.0,52.0,52.0,52.0,52.0,51.0,51.0,50.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
