-71.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-73.0,-74.0,-77.0,-79.0,-79.0,-81.0,-85.0,-91.0,-92.0,-89.0,-86.0,-83.0,-78.0,-73.0,-72.0,-71.0,-67.0,-67.0,-77.0,-82.0,-71.0,-47.0,-26.0,5.0,20.0,21.0,13.0,8.0,4.0,3.0,0.0,-4.0,-5.0,-4.0,-2.0,1.0,0.0,-1.0,-1.0,0.0,-0.0,-1.0,-2.0,-2.0,-4.0,-5.0,-5.0,-4.0,-5.0,-6.0,-8.0,-9.0
58.0,59.0,60.0,61.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,62.0,69.0,79.0,90.0,94.0,89.0,70.0,25.0,-34.0,-75.0,-90.0,-78.0,-60.0,-36.0,-2.0,13.0,14.0,3.0,-8.0,-20.0,-16.0,-3.0,16.0,40.0,78.0,103.0,122.0,121.0,101.0,52.0,9.0,-24.0,-31.0,-35.0,-40.0,-38.0,-35.0,-37.0,-39.0,-39.0,-40.0,-40.0,-40.0,-41.0,-42.0,-43.0,-46.0,-48.0
