-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-136.0,-133.0,-114.0,-91.0,-62.0,-34.0,-13.0,8.0,23.0,41.0,47.0,45.0,43.0,46.0,55.0,53.0,44.0,37.0,32.0,28.0,26.0,24.0,24.0
88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,76.0,37.0,-24.0,-70.0,-112.0,-131.0,-138.0,-136.0,-121.0,-82.0,-40.0,22.0,54.0,73.0,87.0,94.0,100.0,104.0,107.0,107.0
