-204.0,-204.0,-204.0,-204.0,-204.0,-204.0,-204.0,-204.0,-204.0,-204.0,-200.0,-197.0,-199.0,-199.0,-199.0,-202.0,-198.0,-183.0,-178.0,-192.0,-201.0,-199.0,-196.0,-198.0,-200.0,-200.0,-200.0,-201.0,-202.0,-201.0
-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-50.0,-33.0,-12.0,0.0,-2.0,-17.0,-46.0,-98.0,-134.0,-131.0,-107.0,-96.0,-92.0,-88.0,-80.0,-74.0,-70.0,-58.0,-50.0,-50.0,-53.0
