-203.0,-203.0,-203.0,-203.0,-203.0,-203.0,-203.0,-203.0,-203.0,-203.0,-198.0,-196.0,-195.0,-195.0,-198.0,-204.0,-201.0,-188.0,-177.0,-174.0,-188.0,-199.0,-203.0,-200.0,-200.0,-200.0,-196.0,-195.0,-195.0,-195.0,-196.0,-197.0
-45.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,-43.0,-38.0,-19.0,3.0,14.0,19.0,13.0,-19.0,-58.0,-112.0,-142.0,-147.0,-115.0,-97.0,-85.0,-77.0,-64.0,-52.0,-38.0,-36.0,-40.0,-41.0,-41.0,-42.0
