-295.0,-295.0,-294.0,-294.0,-294.0,-294.0,-294.0,-294.0,-294.0,-294.0,-292.0,-287.0,-271.0,-256.0,-251.0,-254.0,-258.0,-253.0,-240.0,-226.0,-224.0,-226.0,-227.0,-228.0,-231.0,-232.0,-233.0,-234.0,-235.0,-235.0,-235.0,-235.0,-236.0
-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-19.0,-44.0,-83.0,-110.0,-115.0,-97.0,-73.0,-41.0,-21.0,-1.0,10.0,10.0,7.0,5.0,2.0,-1.0,-2.0,-3.0,-5.0,-4.0,-3.0,-4.0,-4.0
