-236.0,-236.0,-236.0,-236.0,-236.0,-236.0,-235.0,-234.0,-234.0,-231.0,-224.0,-215.0,-207.0,-192.0,-185.0,-188.0,-190.0,-186.0,-178.0,-170.0,-167.0,-167.0,-166.0,-166.0,-167.0,-167.0,-167.0,-167.0,-167.0,-166.0,-166.0,-166.0
16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,12.0,-5.0,-28.0,-48.0,-69.0,-74.0,-66.0,-48.0,-22.0,-8.0,2.0,11.0,12.0,11.0,10.0,8.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0
