-223.0,-223.0,-223.0,-224.0,-224.0,-224.0,-224.0,-225.0,-226.0,-228.0,-229.0,-228.0,-222.0,-210.0,-206.0,-201.0,-201.0,-210.0,-224.0,-233.0,-242.0,-240.0,-228.0,-200.0,-181.0,-166.0,-163.0,-163.0,-171.0,-182.0,-198.0,-209.0,-216.0,-216.0,-216.0,-216.0,-215.0,-214.0,-212.0,-212.0,-212.0,-212.0,-212.0,-212.0,-212.0,-212.0
-0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,3.0,5.0,3.0,-20.0,-60.0,-92.0,-123.0,-119.0,-98.0,-57.0,-25.0,8.0,18.0,23.0,28.0,23.0,13.0,5.0,-5.0,-20.0,-31.0,-35.0,-34.0,-35.0,-34.0,-31.0,-30.0,-30.0,-29.0,-29.0,-29.0,-29.0,-30.0,-31.0,-30.0,-30.0,-30.0
