-248.0,-248.0,-248.0,-248.0,-248.0,-248.0,-248.0,-248.0,-248.0,-248.0,-247.0,-246.0,-245.0,-246.0,-246.0,-238.0,-222.0,-223.0,-234.0,-244.0,-245.0,-239.0,-235.0,-234.0,-230.0,-221.0,-201.0,-188.0,-187.0,-194.0,-197.0,-193.0,-193.0,-193.0,-193.0,-193.0,-192.0,-190.0,-190.0,-191.0,-191.0,-192.0,-192.0,-192.0,-195.0,-198.0
-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-12.0,-11.0,-8.0,-5.0,-3.0,-9.0,-45.0,-80.0,-107.0,-99.0,-79.0,-46.0,-22.0,1.0,10.0,10.0,-18.0,-51.0,-91.0,-100.0,-79.0,-62.0,-45.0,-30.0,-21.0,-5.0,3.0,5.0,6.0,7.0,3.0,1.0,0.0,-2.0,-5.0,-6.0,-6.0,-7.0
