-197.0,-196.0,-196.0,-196.0,-196.0,-196.0,-196.0,-196.0,-196.0,-195.0,-194.0,-204.0,-225.0,-236.0,-250.0,-265.0,-263.0,-248.0,-232.0,-208.0,-192.0,-186.0,-184.0,-187.0,-196.0,-205.0,-215.0,-219.0,-221.0,-220.0,-218.0,-216.0,-216.0,-214.0
-19.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-17.0,-17.0,-17.0,-13.0,-3.0,10.0,11.0,1.0,-17.0,-34.0,-60.0,-75.0,-80.0,-69.0,-53.0,-27.0,-12.0,-4.0,-5.0,-10.0,-12.0,-15.0,-19.0,-20.0,-21.0,-22.0,-22.0
