-303.0,-303.0,-303.0,-303.0,-303.0,-303.0,-303.0,-303.0,-303.0,-303.0,-303.0,-303.0,-303.0,-304.0,-298.0,-287.0,-271.0,-256.0,-240.0,-236.0,-232.0,-229.0,-229.0,-231.0,-233.0,-235.0,-234.0,-233.0,-234.0,-232.0,-231.0,-233.0,-234.0,-233.0,-232.0,-232.0,-231.0,-231.0,-231.0
-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-2.0,-1.0,-5.0,-40.0,-69.0,-102.0,-123.0,-139.0,-137.0,-122.0,-97.0,-76.0,-53.0,-44.0,-37.0,-32.0,-28.0,-29.0,-30.0,-29.0,-30.0,-31.0,-31.0,-32.0,-33.0,-33.0,-32.0,-33.0
