-194.0,-194.0,-194.0,-194.0,-194.0,-194.0,-194.0,-194.0,-194.0,-194.0,-194.0,-194.0,-193.0,-192.0,-191.0,-187.0,-181.0,-180.0,-179.0,-179.0,-181.0,-181.0,-178.0,-180.0,-184.0,-185.0,-181.0,-177.0,-173.0,-161.0,-154.0,-149.0,-146.0,-142.0,-141.0,-141.0,-141.0,-141.0,-140.0,-139.0,-139.0,-139.0,-139.0,-140.0
15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,19.0,24.0,24.0,3.0,-16.0,-42.0,-52.0,-50.0,-39.0,-26.0,-7.0,-1.0,-5.0,-13.0,-9.0,4.0,6.0,9.0,10.0,9.0,7.0,8.0,7.0,6.0,8.0,7.0,7.0,7.0,5.0,5.0,6.0,5.0
