-212.0,-212.0,-212.0,-212.0,-212.0,-212.0,-212.0,-212.0,-211.0,-209.0,-206.0,-202.0,-200.0,-198.0,-196.0,-196.0,-202.0,-208.0,-212.0,-209.0,-209.0,-212.0,-213.0,-213.0,-213.0,-215.0,-217.0,-217.0,-218.0,-222.0,-221.0,-216.0,-211.0,-211.0,-213.0,-213.0,-213.0,-213.0,-211.0,-210.0,-209.0,-208.0,-209.0,-209.0,-208.0,-208.0,-207.0,-207.0,-207.0,-207.0
-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-60.0,-65.0,-79.0,-103.0,-120.0,-138.0,-151.0,-153.0,-138.0,-123.0,-106.0,-87.0,-63.0,-51.0,-49.0,-49.0,-50.0,-47.0,-42.0,-28.0,-18.0,-15.0,-20.0,-32.0,-33.0,-32.0,-33.0,-34.0,-34.0,-38.0,-44.0,-48.0,-53.0,-53.0,-53.0,-55.0,-56.0,-56.0,-57.0,-57.0,-56.0,-56.0
