-184.0,-184.0,-184.0,-184.0,-184.0,-184.0,-184.0,-184.0,-184.0,-184.0,-184.0,-185.0,-187.0,-190.0,-192.0,-192.0,-192.0,-192.0,-191.0,-187.0,-183.0,-175.0,-166.0,-159.0,-149.0,-141.0,-130.0,-123.0,-114.0,-108.0,-101.0,-96.0,-91.0,-88.0,-87.0,-88.0,-90.0,-95.0,-99.0,-105.0,-111.0,-119.0,-124.0,-130.0,-134.0,-138.0,-142.0,-145.0,-147.0,-150.0,-154.0,-156.0,-159.0,-161.0,-162.0,-163.0,-163.0,-162.0,-159.0,-156.0,-150.0,-144.0,-135.0,-128.0,-118.0,-112.0,-103.0,-95.0,-89.0,-83.0,-78.0,-71.0,-68.0,-64.0,-61.0,-58.0,-57.0,-55.0,-55.0,-55.0,-54.0,-54.0,-54.0,-53.0,-52.0,-51.0,-51.0,-50.0,-50.0,-50.0,-49.0,-49.0,-49.0,-50.0,-50.0,-51.0,-52.0,-52.0,-52.0,-52.0
3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,8.0,9.0,10.0,11.0,12.0,12.0,12.0,12.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,20.0,21.0,23.0,24.0,24.0,23.0,21.0,17.0,13.0,7.0,1.0,-8.0,-14.0,-23.0,-30.0,-38.0,-46.0,-52.0,-58.0,-63.0,-68.0,-71.0,-75.0,-77.0,-78.0,-79.0,-79.0,-79.0,-78.0,-77.0,-76.0,-75.0,-74.0,-73.0,-71.0,-70.0,-67.0,-65.0,-64.0,-62.0,-60.0,-58.0,-57.0,-55.0,-53.0,-51.0,-50.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0
