-150.0,-149.0,-148.0,-146.0,-147.0,-149.0,-144.0,-144.0,-145.0,-142.0,-147.0,-158.0,-171.0,-177.0,-171.0,-147.0,-122.0,-92.0,-69.0,-45.0,-51.0,-72.0,-91.0,-115.0,-139.0,-143.0,-148.0,-150.0,-148.0,-149.0,-150.0,-149.0,-149.0,-149.0,-149.0,-149.0,-149.0,-150.0,-151.0,-151.0,-152.0,-153.0,-152.0,-152.0
51.0,51.0,54.0,55.0,52.0,29.0,-36.0,-84.0,-124.0,-121.0,-90.0,-62.0,-9.0,25.0,42.0,62.0,63.0,58.0,48.0,16.0,-14.0,-18.0,-25.0,-27.0,-20.0,-16.0,-12.0,-10.0,-10.0,-9.0,-9.0,-9.0,-10.0,-11.0,-10.0,-10.0,-10.0,-9.0,-9.0,-9.0,-9.0,-9.0,-10.0,-11.0
