-175.0,-175.0,-175.0,-177.0,-178.0,-180.0,-180.0,-179.0,-174.0,-164.0,-145.0,-126.0,-117.0,-132.0,-141.0,-144.0,-141.0,-138.0,-133.0,-124.0,-140.0,-166.0,-208.0,-221.0,-225.0,-228.0,-229.0,-227.0,-226.0,-225.0,-223.0,-223.0,-224.0,-222.0,-221.0,-221.0,-220.0,-219.0
38.0,39.0,40.0,41.0,42.0,47.0,50.0,46.0,15.0,-26.0,-79.0,-103.0,-88.0,-59.0,-31.0,3.0,19.0,35.0,40.0,38.0,13.0,-18.0,-35.0,-39.0,-41.0,-40.0,-39.0,-38.0,-37.0,-35.0,-35.0,-35.0,-35.0,-36.0,-36.0,-36.0,-36.0,-36.0
