-157.0,-157.0,-157.0,-157.0,-157.0,-156.0,-156.0,-157.0,-157.0,-156.0,-155.0,-153.0,-169.0,-179.0,-184.0,-186.0,-158.0,-122.0,-103.0,-131.0,-163.0,-207.0,-229.0,-213.0,-177.0,-129.0,-123.0,-130.0,-135.0,-138.0,-141.0,-142.0,-142.0,-142.0,-143.0,-143.0,-143.0,-144.0,-145.0,-144.0,-145.0,-145.0,-145.0
43.0,44.0,45.0,48.0,49.0,50.0,40.0,-23.0,-76.0,-126.0,-114.0,-71.0,-16.0,22.0,49.0,60.0,60.0,46.0,25.0,14.0,8.0,-6.0,-20.0,-23.0,-23.0,-31.0,-30.0,-25.0,-25.0,-27.0,-26.0,-26.0,-28.0,-27.0,-28.0,-28.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0
