-196.0,-198.0,-199.0,-202.0,-207.0,-215.0,-216.0,-199.0,-156.0,-128.0,-118.0,-124.0,-144.0,-160.0,-169.0,-173.0,-181.0,-185.0,-188.0,-190.0,-191.0,-193.0,-194.0,-193.0,-192.0,-193.0,-196.0,-196.0,-196.0,-196.0,-196.0
15.0,15.0,15.0,15.0,15.0,15.0,15.0,19.0,28.0,29.0,25.0,13.0,-29.0,-71.0,-107.0,-106.0,-101.0,-105.0,-103.0,-99.0,-98.0,-97.0,-95.0,-94.0,-94.0,-92.0,-89.0,-89.0,-89.0,-89.0,-89.0
