79.0,79.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,77.0,77.0,77.0,77.0,77.0,77.0,78.0,79.0,81.0,83.0,83.0,83.0,78.0,74.0,72.0,72.0,74.0,77.0,78.0,78.0,78.0,79.0,80.0,82.0,85.0,87.0,88.0,91.0,98.0,105.0,115.0,125.0,139.0,149.0,161.0,167.0,172.0,174.0,172.0,165.0,158.0,147.0,137.0,126.0,117.0,112.0,107.0,103.0,101.0,99.0,97.0,97.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
57.0,59.0,59.0,59.0,62.0,63.0,63.0,64.0,65.0,65.0,67.0,71.0,73.0,75.0,75.0,73.0,69.0,56.0,33.0,-5.0,-31.0,-59.0,-70.0,-74.0,-67.0,-51.0,-32.0,-15.0,10.0,20.0,29.0,36.0,45.0,51.0,56.0,62.0,65.0,69.0,72.0,73.0,74.0,73.0,69.0,62.0,54.0,44.0,34.0,27.0,19.0,15.0,10.0,8.0,9.0,11.0,13.0,16.0,16.0,16.0,17.0,17.0,17.0,18.0,19.0,21.0,22.0,23.0,24.0,24.0,24.0,24.0
