82.0,80.0,79.0,78.0,77.0,76.0,76.0,74.0,73.0,71.0,69.0,68.0,66.0,65.0,65.0,66.0,67.0,68.0,68.0,68.0,68.0,67.0,66.0,65.0,63.0,61.0,59.0,58.0,57.0,56.0,57.0,61.0,69.0,71.0,71.0,69.0,67.0,67.0,67.0,67.0,67.0,68.0,69.0,71.0,71.0,70.0,70.0,71.0,74.0,76.0,81.0,87.0,96.0,104.0,117.0,129.0,136.0,143.0,148.0,150.0,149.0,147.0,144.0,140.0,137.0,133.0,129.0
22.0,22.0,23.0,26.0,27.0,29.0,32.0,36.0,40.0,48.0,56.0,62.0,66.0,67.0,67.0,67.0,66.0,66.0,65.0,65.0,65.0,65.0,67.0,70.0,77.0,85.0,94.0,99.0,104.0,104.0,99.0,86.0,44.0,8.0,-8.0,-34.0,-50.0,-58.0,-60.0,-60.0,-55.0,-43.0,-30.0,-10.0,6.0,12.0,11.0,11.0,15.0,21.0,33.0,43.0,54.0,61.0,72.0,82.0,85.0,88.0,90.0,91.0,90.0,91.0,91.0,89.0,88.0,86.0,83.0
